date,bochk_50g_buy,bochk_50g_sell,bochk_2g_buy,bochk_2g_sell,emperio_price,emperio_buyback,heraeus_price
2025-12-05T13:56:44.271Z,53,030.00,53,170.00,2,183.00,2,323.00,1,130,998.05,1,011,349.27,1,076,915.72
2025-12-05T13:59:11.409Z,53,030.00,53,170.00,2,183.00,2,323.00,1,076,915.72,1,011,349.27,1,130,998.05
2025-12-05T13:59:17.267Z,53,030.00,53,170.00,2,183.00,2,323.00,1,076,915.72,1,011,349.27,1,130,998.05
